Feature ID	kingdom	phylum	class	order	family	genus	species	Confidence
b0c7f3e236711e1453638bd24439e5f8	Bacteria	Firmicutes	Clostridia	Clostridiales	Tissierellaceae	Peptoniphilus		1.0
11b8af564f2352a35f5432bdaffe5a55	Bacteria	TM7	TM7-3	CW040				0.999997944665
e50b37333e7a4cf32e2deacd154241a9	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	garvieae	0.99986241044
b10b4c36928abf44d6e9d285d39deca8	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	breve	0.97186034141
817ed96548ba0c29a0e80c7c42f83888	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	anginosus	0.99999741913
c3913d9d2d16b6a8de087d387f24e623	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Eubacterium	dolichum	0.9999999991
c6930242bce0a8236380b16800c8ccab	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			0.999993125869
a48017c139976222762338701e51a86e	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium	aldenense	0.972704209167
982937561f09d5328c80b4d637fa2831	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.999946909408
ae2b7b3bac1cdd7d4473f3d29bbdd9dc	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	garvieae	0.767155081423
bb9327d59994e1946c43b8bcaa564a3a	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides		0.999999940653
edfd4775942af64b978cdcd692c090c9	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Trabulsiella		0.761127438296
05011653958c263725fd84ef6523c2ee	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			0.852044102594
53f3038d199c135b0167d2be4f27058e	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gemmiger	formicilis	0.946680296516
e0574665877bf77a68ace20b5bfca962	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae			0.999999999925
9f25336efcfb81af52ab73ef863c035b	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira		0.999999060872
060a80cbf25b0bd9891b547ed63e93bc	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		0.917709783326
1ec813a2ead9af147d27ca29bcfa28af	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	pullicaecorum	0.999999967678
7b7bcad4c8a1802b5736f534ae16fd4d	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus		0.999202111542
7478fa1f39e41f069827955cfc8b195f	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	pullicaecorum	0.999999529561
f7c9dd7392ee49c78d7df3adfa422721	Bacteria	Firmicutes						0.998958935583
3b14195c22e4623b4a2d315023acdf78	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus		0.945744306534
127eb598ad9f1da8001feeaa22d30857	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	subterminale	0.744947695404
11845fac6c75133c09505658f5039e1d	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus		0.968469223897
2237c82e272d40cde6d358a0f8f967a4	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium	citroniae	0.943834388869
75d3c77ad7a5642fed3a8334ec06e879	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae			0.768338819392
5389a5bd9b269f3bf9706ebfead44626	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.973640715151
18e884d4d55a48f9794dca1982882b73	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides		0.99079917506
4281dddfc8f8697674f194a5b05041bd	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	perfringens	0.859095285074
23e835b4b9916da416edd9acfaf87584	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.983828173308
0eb38321f32cac3851d68d78e0d97a6c	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	producta	0.998789310349
9a59d3456542fadaa0f8f74793caf880	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	muciniphila	0.999999939375
2c8af13761fca5a30787cc36a064e56f	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Robinsoniella	peoriensis	0.992877462346
21ef7b484097c0b057a15e423923ca60	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	putredinis	0.911925227099
c9a2db042d4394c7343bc3f00ba4e6cf	Bacteria	Firmicutes	Clostridia	Clostridiales	Tissierellaceae	Finegoldia		1.0
9b65e66ee84bc23107cd32a8ef7dd4e0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	mucosae	0.999989748337
4bc33727d93201ba260038b647aae697	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella		0.997153966908
afb4b6bf26d3ec281ef442d335432ed8	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			0.999850727373
a9c57caf431dbf2a17b409fc76e9e5ac	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae			0.999657483667
050874775500b98b61cac480bd4df16c	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae			0.989037542332
cfc1ed7ab446882b4e348633a86b7398	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	muciniphila	0.99995200446
7e45165218059094d8f79dc2f956749c	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella		0.732752525586
c049d77b02a0b59301419dd479f92088	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium	ruminantium	0.885483075677
abfc5ea4c6561624b4a3c4834d83a14d	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia		0.999268997747
7cec773241c6168abce241cb13a269e1	Bacteria	Firmicutes	Clostridia	Clostridiales	Tissierellaceae	Anaerococcus		1.0
9443e82805534feb8f6316af720fa1d8	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			0.999748722374
59d7ad4e83febaf1c860791f32a04fd9	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus		0.91019270189
59c60c25c21d5890dc89a701c0cbc4cf	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio		0.985015993996
1efa9624d350a95da800b800ffb01875	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus		0.97931694977
380ac3459f0aa2cc0c5c78719c0f1566	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Eggerthella		0.998665107664
818e80f8aa3a449afe4292cf1eed8318	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Clostridium	ramosum	0.993084226007
9d016456f23abe0d1e2970e137fb4e08	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium		0.999999976499
905b2c3838e9a58366efe691047cd588	Bacteria	TM7	TM7-3					0.999542196568
f63f37e4ffc1260d8ab440886a271f05	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Shigella		0.766020007821
202bebc2a26e2212ce271c4141218312	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	salivarius	0.931222870177
5f47de2f200d474c78ad94073c59ec2e	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Shigella	flexneri	0.875353767112
04a5e1a421f1a66b958f5b14576243ab	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus		0.799544094435
1e1679cbdd8e3f58c350c96e0b8e254e	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides		0.999528813931
15e3d64b551c664847b11ee8d5da010d	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides		0.973023260875
9e73b4fb18b9477630d7ebbb5fe1e341	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	finegoldii	0.855841769494
c3fe143f838c7ed53dfb96879c830f15	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	muciniphila	0.999999999602
5737ac056c30cfcc907a439f639965f7	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus		0.913985933369
f0ffae791a4b00e874b9b8433eff33e9	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	breve	0.951392062082
1dab28113a25681b654c6ee9e34cc190	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	parainfluenzae	0.999313590669
e12deb0e7d053c564b9865b122d9ecda	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Clostridium	ramosum	0.975232370064
4858b41fc41f9d4aafec82619485e484	Bacteria	Firmicutes	Clostridia	Clostridiales				0.999999041436
f4d6b7b6a322c10658449ae20a51b97b	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Pseudoramibacter_Eubacterium		0.999999786242
907c2d49845e85ec3cb3b1927beaa056	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae			0.999999999963
952443d802d9e84d8a966167dfd13cd5	Bacteria	Acidobacteria	Chloracidobacteria	RB41	Ellin6075			0.999999999707
7a61920c07bee55c482372205ffc8d06	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	bifidum	0.938677797263
87d649a7fa63204b013986711cc9ec09	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Dysgonomonas		0.999999985283
5bea314bec0bab24949b1c0afe1367b1	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium		0.999428031026
fb5397c77b4e4e2ddbd4d8150abea08d	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		0.999985186243
85065d63cdd51213c5222e69d102f768	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus		0.999853038631
c06577866292a7123874c14a31fb13c8	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			0.760442622181
675702d413ef3adfb459d32351b2cc5e	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae			0.739498438494
a31662ef982f944ed42f7a145e9ecbb5	Bacteria	Firmicutes	Clostridia	Clostridiales				0.805067290834
e704863f9918ba946afe2d0def410486	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus		0.798794069074
4e345a0ecb5c5c08bc1d6fd7573dd7d2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gemmiger	formicilis	0.844683205234
bf346aba5a54adc74acf3b70fc8b834c	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			0.975671990477
7789ff338d11f05e92d5a1eb6786ff77	Bacteria	Firmicutes	Clostridia	Clostridiales				0.865707201664
928f7d0a2ca3bada1918e74f48bb0981	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	fragilis	0.981375471076
e67f7166a4bdb7c7e37b8776505e8c1a	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae			0.996615572631
41c58204257519d89c61a1a208812657	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	fragilis	0.999941552137
43ab102a60d789c6440a3f6dd9dd4300	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		0.804559190378
e78d2c9412802c946226e56d66cd42ab	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	garvieae	0.942459871996
6498ee2f5dcf5f6314028761f7e3daa3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.950964826554
9b72ba28ed9245e2faf3d6aa7bb203d7	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	longicatena	0.99809860797
a8e51b43f3644da8e96d6fd7e90cec28	Bacteria	Firmicutes	Clostridia	Clostridiales				0.898646192548
ed35b53047936e8825160351559d89f5	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Acidaminococcus		0.999999818056
6803c8a3c3ef585f79006e6c0ceded76	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	breve	0.964721796765
2743f73a4cd0678f4751a64a571ecda8	Bacteria	Firmicutes	Clostridia	Clostridiales				0.953619959523
7bdd21375973bf6a85a9b34d4c078d2e	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae			0.955001685473
d8bf73f853532319f69a4c4e67662de0	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Megasphaera		0.999997898205
51cb5b1596e26108099eb8da141db92f	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Pseudoramibacter_Eubacterium		0.999984488775
eff679f8adf5aa3869fa45e588267dff	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus		0.928687929938
4eee4bb74ccbd5c9863345d8115a9d95	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae			0.995773769888
02fbc2697a97232c310180fa74f4b840	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	parainfluenzae	0.996512658245
5f656fdcc117254ae74eac78eec234d8	Bacteria	Firmicutes	Bacilli					0.91775596858
97b8fcd120a5a4a811f9ef82423dcda9	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae			0.798133906902
b5f11b11f0dbf5d22f8d6332f1cf6303	Bacteria							0.978956284677
3f64481d75d619763de7b161667ec886	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus		0.994528913769
16f23bab6e2d5e71d79643702bbfc2ca	Bacteria	Bacteroidetes	Saprospirae	Saprospirales	Chitinophagaceae	Sediminibacterium		0.999971557348
a92ea5624e9e1e2c116d1051aff187dd	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae			0.999979430692
11533609b94a5c141ccd451c1b127677	Bacteria							0.858926738433
92276cbd50cb251db09d4ac69d466bee	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	muciniphila	0.947775621965
5d5d31a9542ebfffc7d40c0881347f83	Bacteria							1.0
7f2a11f9c14bce3abaabd8913eff7b36	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		0.782623737403
eccd1415a3348d0e3ef7fa2238108922	Bacteria	Firmicutes	Clostridia	Clostridiales				0.996904503565
54e8136b06c208fe297feb3dbedaa274	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	bifidum	0.988776567176
afbae0231f000adf299744a3bf3d3d96	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium	ruminantium	0.922630393683
d6fadd7cba720ede693de1c1bcea8670	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Dysgonomonas		0.999999676452
bbe4b451541c42081199558c66848815	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	gnavus	0.93334187764
fce2a09737042bb5240a8571ba53a0fc	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	muciniphila	0.986947496996
f16749522b3a2c71d053dba4ec062641	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium	colinum	0.743144267169
5ecb18b6c50a8b3c92978acb19e3eaa2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus		0.813583139491
37b81206ec0130e177f0a0e9e804a31f	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Clostridium	spiroforme	0.999539016178
2f368745be58854bb685bcc9eec8d8b0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.77344346027
a05540131c5d319d561d53740a62fd7d	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae			0.995220029014
b5911c3825a1108b49e908f734f6c53a	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	breve	0.979400270153
e1ae4be3d84ac79f3dfa5dfdfe47c68a	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.875029362657
ca4486c65737e855d1de0b54c19416bc	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.992920067167
d9f0e07f24b0448390fd749c6641f6ea	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae			0.948743254238
a25efab5ffcd915dcc05b5af4174deff	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	muciniphila	0.947683931593
445a098ef78d305fe7783b5e6bc4e60d	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae			0.756076212482
6557fe46b45e49ee6a36f0c70f79900b	Bacteria							0.97758917763
696593c588b7ada65bdbf97895276d98	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Dialister		0.994382840142
